GO_ID	GO_Type	Study_Count	Study_Total	Population_Count	Population_Total	Fold_Enrichment	P_Value	Odds_Ratio	GO_Term	FDR_P_Value
GO:0031267	F	6	1080	33	8571	1.442929292929293	0.2299846273886414	1.5443823711980136	small GTPase binding	0.46948444271688494
GO:0008889	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	glycerophosphodiester phosphodiesterase activity	0.46948444271688494
GO:0050614	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	Delta24-sterol reductase activity	0.46948444271688494
GO:0000340	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	RNA 7-methylguanosine cap binding	0.46948444271688494
GO:0004000	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	adenosine deaminase activity	0.46948444271688494
GO:0042054	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	histone methyltransferase activity	0.46948444271688494
GO:0042134	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	rRNA primary transcript binding	0.46948444271688494
GO:0001006	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	RNA polymerase III type 3 promoter sequence-specific DNA binding	0.46948444271688494
GO:0008107	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	galactoside 2-alpha-L-fucosyltransferase activity	0.46948444271688494
GO:0030332	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	cyclin binding	0.46948444271688494
GO:0008375	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	acetylglucosaminyltransferase activity	0.46948444271688494
GO:0015444	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	P-type magnesium transporter activity	0.46948444271688494
GO:0004555	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	alpha,alpha-trehalase activity	0.46948444271688494
GO:0000246	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	Delta24(24-1) sterol reductase activity	0.46948444271688494
GO:0004013	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	adenosylhomocysteinase activity	0.46948444271688494
GO:0004740	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	pyruvate dehydrogenase (acetyl-transferring) kinase activity	0.46948444271688494
GO:0004143	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	ATP-dependent diacylglycerol kinase activity	0.46948444271688494
GO:0000064	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	L-ornithine transmembrane transporter activity	0.46948444271688494
GO:0140658	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	ATP-dependent chromatin remodeler activity	0.46948444271688494
GO:0004335	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	galactokinase activity	0.46948444271688494
GO:0033971	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	hydroxyisourate hydrolase activity	0.46948444271688494
GO:0004439	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	0.46948444271688494
GO:0032451	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	demethylase activity	0.46948444271688494
GO:0047390	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	glycerophosphocholine cholinephosphodiesterase activity	0.46948444271688494
GO:0051378	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	serotonin binding	0.46948444271688494
GO:0033961	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	cis-stilbene-oxide hydrolase activity	0.46948444271688494
GO:0070300	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	phosphatidic acid binding	0.46948444271688494
GO:0004758	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	serine C-palmitoyltransferase activity	0.46948444271688494
GO:0032051	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	clathrin light chain binding	0.46948444271688494
GO:0016702	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	0.46948444271688494
GO:0005250	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	A-type (transient outward) potassium channel activity	0.46948444271688494
GO:0019887	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	protein kinase regulator activity	0.46948444271688494
GO:0004467	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	long-chain fatty acid-CoA ligase activity	0.46948444271688494
GO:0004531	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	deoxyribonuclease II activity	0.46948444271688494
GO:0004530	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	deoxyribonuclease I activity	0.46948444271688494
GO:0004060	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	arylamine N-acetyltransferase activity	0.46948444271688494
GO:0004815	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	aspartate-tRNA ligase activity	0.46948444271688494
GO:0004095	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	carnitine O-palmitoyltransferase activity	0.46948444271688494
GO:0019904	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	protein domain specific binding	0.46948444271688494
GO:0010484	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	histone H3 acetyltransferase activity	0.46948444271688494
GO:0004767	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	sphingomyelin phosphodiesterase activity	0.46948444271688494
GO:0004995	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	tachykinin receptor activity	0.46948444271688494
GO:0004630	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	phospholipase D activity	0.46948444271688494
GO:0071558	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	histone H3K27me2/H3K27me3 demethylase activity	0.46948444271688494
GO:0043014	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	alpha-tubulin binding	0.46948444271688494
GO:1990050	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	phosphatidic acid transfer activity	0.46948444271688494
GO:0004427	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	inorganic diphosphate phosphatase activity	0.46948444271688494
GO:0048495	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	Roundabout binding	0.46948444271688494
GO:0004362	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	glutathione-disulfide reductase (NADPH) activity	0.46948444271688494
GO:0061608	F	1	1080	2	8571	3.9680555555555554	0.236147863402505	6.941612604263207	nuclear import signal receptor activity	0.46948444271688494
GO:0003743	F	6	1080	34	8571	1.4004901960784313	0.25188386518817146	1.4890263367916998	translation initiation factor activity	0.49682604905225947
GO:0005096	F	6	1080	34	8571	1.4004901960784313	0.25188386518817146	1.4890263367916998	GTPase activator activity	0.49682604905225947
GO:0008234	F	3	1080	14	8571	1.700595238095238	0.2548554037436888	1.894150417827298	cysteine-type peptidase activity	0.498759989357766
GO:0004601	F	3	1080	14	8571	1.700595238095238	0.2548554037436888	1.894150417827298	peroxidase activity	0.498759989357766
GO:0045735	F	2	1080	8	8571	1.9840277777777777	0.2668366438529198	2.3144712430426715	nutrient reservoir activity	0.5122036726831908
GO:0004559	F	2	1080	8	8571	1.9840277777777777	0.2668366438529198	2.3144712430426715	alpha-mannosidase activity	0.5122036726831908
GO:0016829	F	2	1080	8	8571	1.9840277777777777	0.2668366438529198	2.3144712430426715	lyase activity	0.5122036726831908
GO:0070403	F	2	1080	8	8571	1.9840277777777777	0.2668366438529198	2.3144712430426715	NAD+ binding	0.5122036726831908
GO:0009982	F	2	1080	8	8571	1.9840277777777777	0.2668366438529198	2.3144712430426715	pseudouridine synthase activity	0.5122036726831908
GO:0070006	F	5	1080	28	8571	1.4171626984126984	0.2731369872972296	1.5102123356926187	metalloaminopeptidase activity	0.5222963001370688
GO:0004222	F	16	1080	108	8571	1.1757201646090534	0.28217869388952505	1.2093821510297482	metalloendopeptidase activity	0.5237191051624955
GO:0050038	F	3	1080	15	8571	1.5872222222222223	0.29104681556579676	1.7360724233983287	L-xylulose reductase (NADPH) activity	0.5237191051624955
GO:0051539	F	3	1080	15	8571	1.5872222222222223	0.29104681556579676	1.7360724233983287	4 iron, 4 sulfur cluster binding	0.5237191051624955
GO:0004725	F	3	1080	15	8571	1.5872222222222223	0.29104681556579676	1.7360724233983287	protein tyrosine phosphatase activity	0.5237191051624955
GO:0004089	F	3	1080	15	8571	1.5872222222222223	0.29104681556579676	1.7360724233983287	carbonate dehydratase activity	0.5237191051624955
GO:0004497	F	11	1080	72	8571	1.2124614197530863	0.2941712314140101	1.2533545982916467	monooxygenase activity	0.5237191051624955
GO:0035252	F	2	1080	9	8571	1.7635802469135802	0.31634029188774526	1.983567452955208	UDP-xylosyltransferase activity	0.5237191051624955
GO:0001653	F	2	1080	9	8571	1.7635802469135802	0.31634029188774526	1.983567452955208	peptide receptor activity	0.5237191051624955
GO:0005216	F	2	1080	9	8571	1.7635802469135802	0.31634029188774526	1.983567452955208	monoatomic ion channel activity	0.5237191051624955
GO:0030544	F	2	1080	9	8571	1.7635802469135802	0.31634029188774526	1.983567452955208	Hsp70 protein binding	0.5237191051624955
GO:0005543	F	2	1080	9	8571	1.7635802469135802	0.31634029188774526	1.983567452955208	phospholipid binding	0.5237191051624955
GO:0008013	F	2	1080	9	8571	1.7635802469135802	0.31634029188774526	1.983567452955208	beta-catenin binding	0.5237191051624955
GO:0003684	F	3	1080	16	8571	1.4880208333333333	0.32754961643664915	1.60231412041997	damaged DNA binding	0.5237191051624955
GO:0042805	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	actinin binding	0.5237191051624955
GO:0033550	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	MAP kinase tyrosine phosphatase activity	0.5237191051624955
GO:0008307	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	structural constituent of muscle	0.5237191051624955
GO:0008409	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	5'-3' exonuclease activity	0.5237191051624955
GO:0005121	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	Toll binding	0.5237191051624955
GO:0004556	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	alpha-amylase activity	0.5237191051624955
GO:0051879	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	Hsp90 protein binding	0.5237191051624955
GO:1902388	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	ceramide 1-phosphate transfer activity	0.5237191051624955
GO:0003688	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	DNA replication origin binding	0.5237191051624955
GO:0003993	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	acid phosphatase activity	0.5237191051624955
GO:0005324	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	long-chain fatty acid transmembrane transporter activity	0.5237191051624955
GO:0047555	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	3',5'-cyclic-GMP phosphodiesterase activity	0.5237191051624955
GO:0019205	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	nucleobase-containing compound kinase activity	0.5237191051624955
GO:0016810	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	0.5237191051624955
GO:0035256	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	G protein-coupled glutamate receptor binding	0.5237191051624955
GO:0031956	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	medium-chain fatty acid-CoA ligase activity	0.5237191051624955
GO:0015250	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	water channel activity	0.5237191051624955
GO:0016279	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	protein-lysine N-methyltransferase activity	0.5237191051624955
GO:1902387	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	ceramide 1-phosphate binding	0.5237191051624955
GO:0005179	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	hormone activity	0.5237191051624955
GO:0036374	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	glutathione hydrolase activity	0.5237191051624955
GO:0008119	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	thiopurine S-methyltransferase activity	0.5237191051624955
GO:0036122	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	BMP binding	0.5237191051624955
GO:0008330	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	protein tyrosine/threonine phosphatase activity	0.5237191051624955
GO:0017017	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	MAP kinase tyrosine/serine/threonine phosphatase activity	0.5237191051624955
GO:0016891	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	RNA endonuclease activity, producing 5'-phosphomonoesters	0.5237191051624955
GO:0070180	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	large ribosomal subunit rRNA binding	0.5237191051624955
GO:0008509	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	monoatomic anion transmembrane transporter activity	0.5237191051624955
GO:0031072	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	heat shock protein binding	0.5237191051624955
GO:0008195	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	phosphatidate phosphatase activity	0.5237191051624955
GO:0004791	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	thioredoxin-disulfide reductase (NADPH) activity	0.5237191051624955
GO:0008093	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	cytoskeletal anchor activity	0.5237191051624955
GO:0004176	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	ATP-dependent peptidase activity	0.5237191051624955
GO:0043169	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	cation binding	0.5237191051624955
GO:0008324	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	monoatomic cation transmembrane transporter activity	0.5237191051624955
GO:0004301	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	epoxide hydrolase activity	0.5237191051624955
GO:0015075	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	monoatomic ion transmembrane transporter activity	0.5237191051624955
GO:0004776	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	succinate-CoA ligase (GDP-forming) activity	0.5237191051624955
GO:0003827	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	0.5237191051624955
GO:0004046	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	aminoacylase activity	0.5237191051624955
GO:0051010	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	microtubule plus-end binding	0.5237191051624955
GO:0071933	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	Arp2/3 complex binding	0.5237191051624955
GO:0003785	F	1	1080	3	8571	2.64537037037037	0.33242050986361993	3.4703429101019463	actin monomer binding	0.5237191051624955
GO:0004386	F	6	1080	38	8571	1.2530701754385964	0.3439454674978508	1.302199720670391	helicase activity	0.5401776777944303
GO:0005524	F	90	1080	685	8571	1.0427007299270075	0.3471429178027592	1.0536287242169595	ATP binding	0.5434956306849449
GO:0004843	F	4	1080	24	8571	1.322685185185185	0.3581854956961057	1.3886617100371748	cysteine-type deubiquitinase activity	0.5575419984877588
GO:0008017	F	7	1080	46	8571	1.207669082125604	0.3583403662935296	1.2465409706789017	microtubule binding	0.5575419984877588
GO:0005044	F	3	1080	17	8571	1.4004901960784313	0.3640152348602592	1.4876641464385196	scavenger receptor activity	0.5592508800459665
GO:0019843	F	3	1080	17	8571	1.4004901960784313	0.3640152348602592	1.4876641464385196	rRNA binding	0.5592508800459665
GO:0045296	F	2	1080	10	8571	1.587222222222222	0.3650200354791039	1.7353896103896105	cadherin binding	0.5592508800459665
GO:0008146	F	2	1080	10	8571	1.587222222222222	0.3650200354791039	1.7353896103896105	sulfotransferase activity	0.5592508800459665
GO:0035064	F	2	1080	10	8571	1.587222222222222	0.3650200354791039	1.7353896103896105	methylated histone binding	0.5592508800459665
GO:0008168	F	6	1080	39	8571	1.2209401709401708	0.36758759097510285	1.2625698324022345	methyltransferase activity	0.5597610427918739
GO:0042277	F	6	1080	39	8571	1.2209401709401708	0.36758759097510285	1.2625698324022345	peptide binding	0.5597610427918739
GO:0043130	F	2	1080	11	8571	1.442929292929293	0.4122978095312185	1.5423623995052567	ubiquitin binding	0.5997159819843055
GO:0003953	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	NAD+ nucleosidase activity	0.5997159819843055
GO:0005251	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	delayed rectifier potassium channel activity	0.5997159819843055
GO:0015501	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	glutamate:sodium symporter activity	0.5997159819843055
GO:0003689	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	DNA clamp loader activity	0.5997159819843055
GO:0005335	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	serotonin:sodium:chloride symporter activity	0.5997159819843055
GO:0140326	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	ATPase-coupled intramembrane lipid transporter activity	0.5997159819843055
GO:0019888	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	protein phosphatase regulator activity	0.5997159819843055
GO:0004703	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	G protein-coupled receptor kinase activity	0.5997159819843055
GO:0004535	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	poly(A)-specific ribonuclease activity	0.5997159819843055
GO:0004596	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	protein-N-terminal amino-acid acetyltransferase activity	0.5997159819843055
GO:0004503	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	tyrosinase activity	0.5997159819843055
GO:0004563	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	beta-N-acetylhexosaminidase activity	0.5997159819843055
GO:0002039	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	p53 binding	0.5997159819843055
GO:0015175	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	neutral L-amino acid transmembrane transporter activity	0.5997159819843055
GO:0004709	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	MAP kinase kinase kinase activity	0.5997159819843055
GO:0004377	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity	0.5997159819843055
GO:0030943	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	mitochondrion targeting sequence binding	0.5997159819843055
GO:0004806	F	1	1080	4	8571	1.9840277777777777	0.41656918509089486	2.3132530120481927	triacylglycerol lipase activity	0.5997159819843055
GO:0003779	F	5	1080	34	8571	1.1670751633986929	0.43012785549220806	1.1967923015236568	actin binding	0.6174614773684706
GO:0005544	F	3	1080	19	8571	1.2530701754385964	0.43566196446771044	1.301357938718663	calcium-dependent phospholipid binding	0.6218422911633132
GO:0004090	F	3	1080	19	8571	1.2530701754385964	0.43566196446771044	1.301357938718663	carbonyl reductase (NADPH) activity	0.6218422911633132
GO:0030170	F	4	1080	27	8571	1.1757201646090534	0.4480354195018795	1.207047034103766	pyridoxal phosphate binding	0.6358802979332624
GO:0071949	F	4	1080	27	8571	1.1757201646090534	0.4480354195018795	1.207047034103766	FAD binding	0.6358802979332624
GO:0030246	F	5	1080	35	8571	1.1337301587301587	0.45609436706240647	1.1567441860465115	carbohydrate binding	0.640599960704936
GO:0022841	F	2	1080	12	8571	1.322685185185185	0.45775406373725963	1.3879406307977737	potassium ion leak channel activity	0.640599960704936
GO:0015271	F	2	1080	12	8571	1.322685185185185	0.45775406373725963	1.3879406307977737	outward rectifier potassium channel activity	0.640599960704936
GO:0001664	F	2	1080	12	8571	1.322685185185185	0.45775406373725963	1.3879406307977737	G protein-coupled receptor binding	0.640599960704936
GO:0005283	F	2	1080	12	8571	1.322685185185185	0.45775406373725963	1.3879406307977737	amino acid:sodium symporter activity	0.640599960704936
GO:0008289	F	3	1080	20	8571	1.1904166666666665	0.4703636769965018	1.2246436178928395	lipid binding	0.6496027879455434
GO:0042500	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	aspartic endopeptidase activity, intramembrane cleaving	0.6496027879455434
GO:0016818	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	0.6496027879455434
GO:0042826	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	histone deacetylase binding	0.6496027879455434
GO:0043015	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	gamma-tubulin binding	0.6496027879455434
GO:0015421	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	ABC-type oligopeptide transporter activity	0.6496027879455434
GO:0005178	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	integrin binding	0.6496027879455434
GO:0008201	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	heparin binding	0.6496027879455434
GO:0015018	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	0.6496027879455434
GO:0008253	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	5'-nucleotidase activity	0.6496027879455434
GO:0015485	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	cholesterol binding	0.6496027879455434
GO:0004029	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	aldehyde dehydrogenase (NAD+) activity	0.6496027879455434
GO:0000987	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	cis-regulatory region sequence-specific DNA binding	0.6496027879455434
GO:0016538	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	cyclin-dependent protein serine/threonine kinase regulator activity	0.6496027879455434
GO:0030674	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	protein-macromolecule adaptor activity	0.6496027879455434
GO:0017136	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	histone deacetylase activity, NAD-dependent	0.6496027879455434
GO:0005452	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	solute:inorganic anion antiporter activity	0.6496027879455434
GO:0044877	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	protein-containing complex binding	0.6496027879455434
GO:0003841	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	1-acylglycerol-3-phosphate O-acyltransferase activity	0.6496027879455434
GO:0008198	F	1	1080	5	8571	1.587222222222222	0.49011946874933215	1.734708063021316	ferrous iron binding	0.6496027879455434
GO:0005509	F	20	1080	156	8571	1.0174501424501423	0.503495553607779	1.0203940066592674	calcium ion binding	0.6645696659533749
GO:0003755	F	3	1080	21	8571	1.1337301587301587	0.5040648164915817	1.1564531104921076	peptidyl-prolyl cis-trans isomerase activity	0.6645696659533749
GO:0004867	F	5	1080	37	8571	1.0724474474474475	0.5069163832343464	1.084156976744186	serine-type endopeptidase inhibitor activity	0.666575086615243
GO:0005125	F	2	1080	14	8571	1.1337301587301587	0.5421373248585104	1.1563079777365493	cytokine activity	0.6943924252486016
GO:0004016	F	2	1080	14	8571	1.1337301587301587	0.5421373248585104	1.1563079777365493	adenylate cyclase activity	0.6943924252486016
GO:0000977	F	7	1080	55	8571	1.010050505050505	0.5497744391975856	1.0115913327120223	RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.6943924252486016
GO:0031683	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	G-protein beta/gamma-subunit complex binding	0.6943924252486016
GO:0032934	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	sterol binding	0.6943924252486016
GO:0004653	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	polypeptide N-acetylgalactosaminyltransferase activity	0.6943924252486016
GO:0051213	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	dioxygenase activity	0.6943924252486016
GO:0004602	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	glutathione peroxidase activity	0.6943924252486016
GO:0008131	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	primary methylamine oxidase activity	0.6943924252486016
GO:0004315	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	3-oxoacyl-[acyl-carrier-protein] synthase activity	0.6943924252486016
GO:0004649	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	poly(ADP-ribose) glycohydrolase activity	0.6943924252486016
GO:0017116	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	single-stranded DNA helicase activity	0.6943924252486016
GO:0017108	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	5'-flap endonuclease activity	0.6943924252486016
GO:0042800	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	histone H3K4 methyltransferase activity	0.6943924252486016
GO:0042802	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	identical protein binding	0.6943924252486016
GO:0008239	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	dipeptidyl-peptidase activity	0.6943924252486016
GO:0016746	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	acyltransferase activity	0.6943924252486016
GO:0000146	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	microfilament motor activity	0.6943924252486016
GO:0017147	F	1	1080	6	8571	1.322685185185185	0.5544051299390033	1.38758109360519	Wnt-protein binding	0.6943924252486016
GO:0004842	F	3	1080	23	8571	1.0351449275362319	0.5679220757731476	1.0405292479108634	ubiquitin-protein transferase activity	0.7077834824934003
GO:1902936	F	3	1080	23	8571	1.0351449275362319	0.5679220757731476	1.0405292479108634	phosphatidylinositol bisphosphate binding	0.7077834824934003
GO:0017046	F	1	1080	7	8571	1.1337301587301587	0.6105922238871498	1.1561631139944393	peptide hormone binding	0.7497713337437797
GO:0004114	F	1	1080	7	8571	1.1337301587301587	0.6105922238871498	1.1561631139944393	3',5'-cyclic-nucleotide phosphodiesterase activity	0.7497713337437797
GO:0008235	F	1	1080	7	8571	1.1337301587301587	0.6105922238871498	1.1561631139944393	metalloexopeptidase activity	0.7497713337437797
