GO_ID	GO_Type	Study_Count	Study_Total	Population_Count	Population_Total	Fold_Enrichment	P_Value	Odds_Ratio	GO_Term	FDR_P_Value
GO:0030014	C	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	CCR4-NOT complex	0.38212143165297796
GO:0044666	C	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	MLL3/4 complex	0.38212143165297796
GO:0004366	F	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	glycerol-3-phosphate O-acyltransferase activity	0.38212143165297796
GO:0006189	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	'de novo' IMP biosynthetic process	0.38212143165297796
GO:0008417	F	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	fucosyltransferase activity	0.38212143165297796
GO:0048488	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	synaptic vesicle endocytosis	0.38212143165297796
GO:0001730	F	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	2'-5'-oligoadenylate synthetase activity	0.38212143165297796
GO:0007267	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	cell-cell signaling	0.38212143165297796
GO:0035371	C	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	microtubule plus-end	0.38212143165297796
GO:0006144	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	purine nucleobase metabolic process	0.38212143165297796
GO:0006913	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	nucleocytoplasmic transport	0.38212143165297796
GO:0008045	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	motor neuron axon guidance	0.38212143165297796
GO:0005861	C	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	troponin complex	0.38212143165297796
GO:0000811	C	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	GINS complex	0.38212143165297796
GO:0005523	F	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	tropomyosin binding	0.38212143165297796
GO:0046512	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	sphingosine biosynthetic process	0.38212143165297796
GO:0003697	F	5	1080	19	8571	2.0884502923976607	0.08104581422918504	2.4840531561461794	single-stranded DNA binding	0.38212143165297796
GO:0017171	F	6	1080	25	8571	1.9046666666666667	0.08542239476948503	2.197000882093502	serine hydrolase activity	0.38212143165297796
GO:0022857	F	13	1080	69	8571	1.4952093397745572	0.08771638569096718	1.6176027580666756	transmembrane transporter activity	0.38212143165297796
GO:0006487	P	4	1080	14	8571	2.2674603174603174	0.08924582568926226	2.7810408921933085	protein N-linked glycosylation	0.38212143165297796
GO:0019901	F	4	1080	14	8571	2.2674603174603174	0.08924582568926226	2.7810408921933085	protein kinase binding	0.38212143165297796
GO:0008380	P	4	1080	14	8571	2.2674603174603174	0.08924582568926226	2.7810408921933085	RNA splicing	0.38212143165297796
GO:0048666	P	4	1080	14	8571	2.2674603174603174	0.08924582568926226	2.7810408921933085	neuron development	0.38212143165297796
GO:0031491	F	3	1080	9	8571	2.64537037037037	0.09357387573103057	3.4749303621169916	nucleosome binding	0.38212143165297796
GO:0034707	C	3	1080	9	8571	2.64537037037037	0.09357387573103057	3.4749303621169916	chloride channel complex	0.38212143165297796
GO:0016266	P	3	1080	9	8571	2.64537037037037	0.09357387573103057	3.4749303621169916	O-glycan processing	0.38212143165297796
GO:0035591	F	3	1080	9	8571	2.64537037037037	0.09357387573103057	3.4749303621169916	signaling adaptor activity	0.38212143165297796
GO:0007266	P	3	1080	9	8571	2.64537037037037	0.09357387573103057	3.4749303621169916	Rho protein signal transduction	0.38212143165297796
GO:0032580	C	3	1080	9	8571	2.64537037037037	0.09357387573103057	3.4749303621169916	Golgi cisterna membrane	0.38212143165297796
GO:0046872	F	67	1080	459	8571	1.1584301621883322	0.10668389091883668	1.197778370973266	metal ion binding	0.38212143165297796
GO:0005525	F	23	1080	140	8571	1.3037896825396824	0.10860621504332447	1.3714188681076098	GTP binding	0.38212143165297796
GO:0004144	F	4	1080	15	8571	2.1162962962962966	0.11008975645525705	2.5278810408921935	diacylglycerol O-acyltransferase activity	0.38212143165297796
GO:0015179	F	4	1080	15	8571	2.1162962962962966	0.11008975645525705	2.5278810408921935	L-amino acid transmembrane transporter activity	0.38212143165297796
GO:0005788	C	4	1080	15	8571	2.1162962962962966	0.11008975645525705	2.5278810408921935	endoplasmic reticulum lumen	0.38212143165297796
GO:0034703	C	4	1080	15	8571	2.1162962962962966	0.11008975645525705	2.5278810408921935	cation channel complex	0.38212143165297796
GO:0015020	F	4	1080	15	8571	2.1162962962962966	0.11008975645525705	2.5278810408921935	glucuronosyltransferase activity	0.38212143165297796
GO:0005783	C	16	1080	92	8571	1.3801932367149758	0.11140497005399867	1.4671547289275821	endoplasmic reticulum	0.38212143165297796
GO:0004672	F	5	1080	21	8571	1.8895502645502646	0.11518279561334724	2.17296511627907	protein kinase activity	0.38212143165297796
GO:0007169	P	11	1080	59	8571	1.4796139359698681	0.11666770862604993	1.5955916744621141	cell surface receptor protein tyrosine kinase signaling pathway	0.38212143165297796
GO:0003777	F	3	1080	10	8571	2.380833333333333	0.12162131752231042	2.9781138081973735	microtubule motor activity	0.38212143165297796
GO:0016460	C	3	1080	10	8571	2.380833333333333	0.12162131752231042	2.9781138081973735	myosin II complex	0.38212143165297796
GO:0005635	C	3	1080	10	8571	2.380833333333333	0.12162131752231042	2.9781138081973735	nuclear envelope	0.38212143165297796
GO:0016616	F	3	1080	10	8571	2.380833333333333	0.12162131752231042	2.9781138081973735	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0.38212143165297796
GO:0005737	C	140	1080	1015	8571	1.0946360153256705	0.12186898704127398	1.126127659574468	cytoplasm	0.38212143165297796
GO:0008525	F	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	phosphatidylcholine transporter activity	0.38212143165297796
GO:0035269	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	protein O-linked mannosylation	0.38212143165297796
GO:0007095	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	mitotic G2 DNA damage checkpoint signaling	0.38212143165297796
GO:0010629	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	negative regulation of gene expression	0.38212143165297796
GO:0005604	C	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	basement membrane	0.38212143165297796
GO:0016717	F	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	0.38212143165297796
GO:0060090	F	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	molecular adaptor activity	0.38212143165297796
GO:0001736	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	establishment of planar polarity	0.38212143165297796
GO:0051649	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	establishment of localization in cell	0.38212143165297796
GO:0098703	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	calcium ion import across plasma membrane	0.38212143165297796
GO:0070828	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	heterochromatin organization	0.38212143165297796
GO:0051028	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	mRNA transport	0.38212143165297796
GO:0004989	F	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	octopamine receptor activity	0.38212143165297796
GO:0019706	F	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	protein-cysteine S-palmitoyltransferase activity	0.38212143165297796
GO:0006936	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	muscle contraction	0.38212143165297796
GO:0030971	F	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	receptor tyrosine kinase binding	0.38212143165297796
GO:0008081	F	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	phosphoric diester hydrolase activity	0.38212143165297796
GO:0030003	P	2	1080	5	8571	3.174444444444444	0.12236805045714504	4.630797773654916	intracellular monoatomic cation homeostasis	0.38212143165297796
GO:0141101	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity	0.38212143165297796
GO:0030177	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	positive regulation of Wnt signaling pathway	0.38212143165297796
GO:0098982	C	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	GABA-ergic synapse	0.38212143165297796
